"Story","Title","Result","Date","Stability","Duration (s)"
"First search tokens","Verify First search tokens for Fully registered user","ERROR","2019-08-21T00:17:13.444+05:30[Asia/Calcutta]","0.0","323.05"
"Segid tokens","Verify segid tokens for Fully registered user","ERROR","2019-08-21T00:22:38.033+05:30[Asia/Calcutta]","0.0","309.13"
"Token queue","Verify token queue by making the an invalid api details","FAILURE","2019-08-21T00:27:48.762+05:30[Asia/Calcutta]","0.0","504.1"
