"Story","Title","Result","Date","Stability","Duration (s)"
"Sub category menu validation","Verify the Optin light box when user has already been checked it when do registration","ERROR","2019-08-20T22:51:42.366+05:30[Asia/Calcutta]","0.0","102.37"
