"Story","Title","Result","Date","Stability","Duration (s)"
"SERP validation","Verify serp page for social user","ERROR","2019-08-21T00:02:50.054+05:30[Asia/Calcutta]","0.0","302.04"
"SERP validation","Verify search activity log table for the regular search activity","ERROR","2019-08-21T00:10:16.49+05:30[Asia/Calcutta]","0.0","337.03"
